individualCount,decimalLatitude,decimalLongitude,vernacularName
2,44.216166,-66.619666,WHALE-HUMPBACK
2,44.265666,-66.410666,PORPOISE-HARBOUR
15,44.149666,-66.4785,DOLPHINS-WHITE-SIDED
8,44.3105,-66.467166,DOLPHINS-WHITE-BEAKED
6,44.3035,-66.477833,DOLPHINS-WHITE-SIDED
1,44.246833,-66.586666,WHALE-FIN
2,44.246833,-66.586666,WHALE-FIN
2,44.332333,-66.309,PORPOISE-HARBOUR
3,44.2415,-66.551333,WHALE-FIN
1,44.262166,-66.472333,WHALE-RIGHT
1,44.3345,-66.393,PORPOISE-HARBOUR
1,44.4235,-66.308833,WHALE-HUMPBACK
2,44.404166,-66.327666,WHALE-FIN
2,44.294333,-66.464833,PORPOISE-HARBOUR
1,44.263,-66.3465,WHALE-RIGHT
3,44.2935,-66.414,WHALE-HUMPBACK
1,44.364666,-66.308333,WHALE-MINKE
1,44.389166,-66.336833,WHALE-HUMPBACK
1,44.303,-66.318333,WHALE-MINKE
1,44.422,-66.315166,WHALE-HUMPBACK
1,44.280666,-66.342166,WHALE-RIGHT
1,44.3805,-66.294333,WHALE-RIGHT
1,44.325666,-66.386,WHALE-FIN
4,44.265666,-66.410666,PORPOISE-HARBOUR
4,44.4185,-66.3185,DOLPHINS-WHITE-SIDED
15,44.414166,-66.322166,DOLPHINS-WHITE-SIDED
3,44.229666,-66.518666,WHALE-FIN
1,44.352166,-66.302,WHALE-RIGHT
3,44.262,-66.4365,WHALE-HUMPBACK
3,44.3105,-66.467166,WHALE-HUMPBACK
1,44.378166,-66.345833,WHALE-HUMPBACK
1,44.335666,-66.394666,WHALE-FIN
1,44.358,-66.359666,WHALE-HUMPBACK
3,44.347166,-66.424333,WHALE-HUMPBACK
5,44.271,-66.523,PORPOISE-HARBOUR
1,44.431,-66.315,WHALE-HUMPBACK
1,44.2465,-66.560833,WHALE-MINKE
1,44.226166,-66.5695,WHALE-MINKE
1,44.264,-66.519166,WHALE-MINKE
2,44.243,-66.566166,WHALE-HUMPBACK
1,44.358,-66.359666,WHALE-HUMPBACK
1,44.401333,-66.326166,WHALE-HUMPBACK
2,44.380666,-66.343666,PORPOISE-HARBOUR
3,44.447166,-66.658,PORPOISE-HARBOUR
2,44.287666,-66.380166,PORPOISE-HARBOUR
10,44.271,-66.523,DOLPHINS-WHITE-BEAKED
1,44.434833,-66.644833,WHALE-MINKE
2,44.288333,-66.49,WHALE-HUMPBACK
8,44.330333,-66.321333,PORPOISE-HARBOUR
3,44.247166,-66.498833,WHALE-HUMPBACK
1,44.243666,-66.532333,WHALE-FIN
1,44.3175,-66.459666,PORPOISE-HARBOUR
2,44.361166,-66.330166,PORPOISE-HARBOUR
1,44.380666,-66.343666,PORPOISE-HARBOUR
40,44.377833,-66.337833,DOLPHINS-WHITE-SIDED
1,44.441666,-66.644,WHALE-HUMPBACK
2,44.391833,-66.340666,WHALE-FIN
2,44.284666,-66.397,PORPOISE-HARBOUR
1,44.37,-66.298333,WHALE-MINKE
3,44.446,-66.672333,WHALE-HUMPBACK
1,44.222166,-66.5315,PORPOISE-HARBOUR
1,44.423333,-66.683,WHALE-HUMPBACK
1,44.423,-66.682166,WHALE-HUMPBACK
2,44.441333,-66.6335,WHALE-RIGHT
1,44.44,-66.635666,WHALE-HUMPBACK
1,44.433833,-66.643666,WHALE-FIN
1,44.283833,-66.383833,WHALE-MINKE
15,44.302333,-66.359833,PORPOISE-HARBOUR
4,44.329333,-66.401333,DOLPHINS-WHITE-BEAKED
2,44.294166,-66.352833,PORPOISE-HARBOUR
4,44.3285,-66.3105,PORPOISE-HARBOUR
5,44.452833,-66.655,DOLPHINS-WHITE-BEAKED
2,44.322166,-66.370833,WHALE-MINKE
1,44.229333,-66.585166,WHALE-MINKE
5,44.330333,-66.426833,DOLPHINS-WHITE-BEAKED
2,44.433833,-66.643666,WHALE-RIGHT
2,44.249666,-66.530666,WHALE-HUMPBACK
1,44.4495,-66.666166,WHALE-HUMPBACK
2,44.387,-66.532833,PORPOISE-HARBOUR
2,44.302333,-66.466,WHALE-HUMPBACK
6,44.205833,-66.499,PORPOISE-HARBOUR
8,44.335166,-66.418166,DOLPHINS-WHITE-BEAKED
3,44.3195,-66.390666,PORPOISE-HARBOUR
1,44.264,-66.525833,WHALE-FIN
2,44.1745,-66.5175,WHALE-HUMPBACK
1,44.211666,-66.5585,PORPOISE-HARBOUR
8,44.300666,-66.365333,PORPOISE-HARBOUR
1,44.221166,-66.593833,WHALE-HUMPBACK
1,44.260166,-66.5315,WHALE-HUMPBACK
3,44.395333,-66.557166,PORPOISE-HARBOUR
1,44.398833,-66.546833,WHALE-MINKE
4,44.2725,-66.471666,DOLPHINS-WHITE-BEAKED
1,44.433833,-66.643666,WHALE-HUMPBACK
2,44.446833,-66.647666,WHALE-HUMPBACK
1,44.314,-66.359833,WHALE-FIN
3,44.2265,-66.5645,WHALE-HUMPBACK
15,44.312833,-66.369333,PORPOISE-HARBOUR
15,44.387,-66.532833,PORPOISE-HARBOUR
2,44.4495,-66.666166,WHALE-HUMPBACK
1,44.330666,-66.406666,WHALE-FIN
3,44.340666,-66.35,PORPOISE-HARBOUR
1,44.201833,-66.565166,WHALE-HUMPBACK
1,44.422333,-66.681833,WHALE-HUMPBACK
8,44.289,-66.373833,PORPOISE-HARBOUR
1,44.313833,-66.507333,WHALE-HUMPBACK
1,44.229333,-66.5115,WHALE-HUMPBACK
1,44.423333,-66.683,WHALE-HUMPBACK
1,44.1775,-66.477833,PORPOISE-HARBOUR
20,44.3195,-66.383666,DOLPHINS-WHITE-BEAKED
1,44.252333,-66.535166,WHALE-FIN
2,44.229833,-66.467,PORPOISE-HARBOUR
15,44.305333,-66.371,PORPOISE-HARBOUR
3,44.219,-66.443166,PORPOISE-HARBOUR
1,44.2325,-66.5565,WHALE-MINKE
1,44.228333,-66.510666,WHALE-HUMPBACK
3,44.3265,-66.3415,PORPOISE-HARBOUR
1,44.253,-66.5355,WHALE-HUMPBACK
1,44.318,-66.378666,WHALE-MINKE
15,44.423666,-66.668,DOLPHINS-WHITE-SIDED
3,44.272833,-66.504166,PORPOISE-HARBOUR
1,44.318,-66.378666,WHALE-MINKE
2,44.207833,-66.549333,WHALE-HUMPBACK
3,44.2905,-66.436166,PORPOISE-HARBOUR
1,44.235833,-66.546666,WHALE-MINKE
1,44.4395,-66.622833,WHALE-MINKE
5,44.264333,-66.488666,PORPOISE-HARBOUR
2,44.335166,-66.377333,PORPOISE-HARBOUR
2,44.301333,-66.3555,PORPOISE-HARBOUR
1,44.218666,-66.581166,WHALE-HUMPBACK
1,44.281166,-66.526166,WHALE-HUMPBACK
1,44.423666,-66.665666,WHALE-HUMPBACK
1,44.423166,-66.678666,WHALE-HUMPBACK
1,44.292333,-66.354,PORPOISE-HARBOUR
2,44.312,-66.446833,PORPOISE-HARBOUR
1,44.222666,-66.499666,WHALE-HUMPBACK
1,44.319833,-66.433333,WHALE-HUMPBACK
2,44.305333,-66.388333,PORPOISE-HARBOUR
1,44.2655,-66.5195,WHALE-HUMPBACK
1,44.319833,-66.433333,WHALE-HUMPBACK
3,44.171,-66.431333,PORPOISE-HARBOUR
3,44.204333,-66.393,PORPOISE-HARBOUR
1,44.335166,-66.383333,PORPOISE-HARBOUR
3,44.290333,-66.406666,PORPOISE-HARBOUR
2,44.2395,-66.565166,WHALE-HUMPBACK
2,44.225666,-66.362,PORPOISE-HARBOUR
1,44.340666,-66.35,WHALE-HUMPBACK
2,44.333833,-66.380833,WHALE-HUMPBACK
2,44.224833,-66.460333,PORPOISE-HARBOUR
1,44.224,-66.494833,WHALE-HUMPBACK
3,44.259166,-66.533833,WHALE-HUMPBACK
5,44.326666,-66.425166,PORPOISE-HARBOUR
1,44.220333,-66.567833,WHALE-HUMPBACK
1,44.2715,-66.4605,WHALE-MINKE
3,44.2695,-66.558333,WHALE-HUMPBACK
15,44.337666,-66.370833,DOLPHINS-WHITE-BEAKED
2,44.329166,-66.383,WHALE-HUMPBACK
3,44.213,-66.4965,PORPOISE-HARBOUR
6,44.411333,-66.315166,DOLPHINS-WHITE-BEAKED
1,44.290166,-66.4925,WHALE-HUMPBACK
3,44.359,-66.321833,DOLPHINS-WHITE-BEAKED
1,44.287333,-66.502666,WHALE-HUMPBACK
15,44.312833,-66.450333,DOLPHINS-WHITE-BEAKED
2,44.243833,-66.495333,WHALE-HUMPBACK
2,44.304833,-66.456333,WHALE-HUMPBACK
3,44.3105,-66.4665,PORPOISE-HARBOUR
1,44.306,-66.454166,WHALE-HUMPBACK
1,44.2585,-66.5185,WHALE-FIN
2,44.329,-66.3985,PORPOISE-HARBOUR
2,44.379166,-66.349,PORPOISE-HARBOUR
2,44.3375,-66.374333,PORPOISE-HARBOUR
1,44.242333,-66.560833,WHALE-HUMPBACK
2,44.292666,-66.355833,PORPOISE-HARBOUR
2,44.342166,-66.461,WHALE-HUMPBACK
5,44.330666,-66.448166,PORPOISE-HARBOUR
8,44.379166,-66.349,PORPOISE-HARBOUR
15,44.223,-66.467,DOLPHINS-WHITE-BEAKED
2,44.246333,-66.46,WHALE-HUMPBACK
7,44.28,-66.5145,PORPOISE-HARBOUR
4,44.304833,-66.4715,PORPOISE-HARBOUR
2,44.237666,-66.364333,PORPOISE-HARBOUR
2,44.358833,-66.3225,WHALE-HUMPBACK
15,44.2855,-66.498666,PORPOISE-HARBOUR
1,44.317833,-66.373166,PORPOISE-HARBOUR
1,44.330333,-66.420166,WHALE-HUMPBACK
2,44.310666,-66.4415,WHALE-HUMPBACK
2,44.341,-66.369166,WHALE-HUMPBACK
3,44.332833,-66.324,PORPOISE-HARBOUR
4,44.3165,-66.4275,DOLPHINS-WHITE-BEAKED
5,44.273,-66.496,PORPOISE-HARBOUR
2,44.260833,-66.5195,WHALE-FIN
2,44.3385,-66.365166,PORPOISE-HARBOUR
2,44.273,-66.5125,WHALE-HUMPBACK
2,44.2975,-66.462166,WHALE-HUMPBACK
1,44.302833,-66.354333,PORPOISE-HARBOUR
1,44.325166,-66.424166,WHALE-HUMPBACK
2,44.2865,-66.452,WHALE-HUMPBACK
1,44.381,-66.339166,WHALE-HUMPBACK
1,44.3435,-66.345166,WHALE-HUMPBACK
1,44.286166,-66.518666,WHALE-HUMPBACK
2,44.327666,-66.365333,WHALE-HUMPBACK
2,44.273833,-66.4985,WHALE-HUMPBACK
5,44.273666,-66.5095,PORPOISE-HARBOUR
2,44.352,-66.344833,WHALE-HUMPBACK
8,44.300666,-66.3605,PORPOISE-HARBOUR
1,44.297666,-66.3435,WHALE-MINKE
2,44.4405,-66.3305,WHALE-HUMPBACK
2,44.3565,-66.340833,WHALE-HUMPBACK
3,44.3195,-66.378666,WHALE-HUMPBACK
2,44.343666,-66.344666,WHALE-HUMPBACK
1,44.3275,-66.4225,WHALE-HUMPBACK
2,44.308333,-66.447666,WHALE-HUMPBACK
1,44.349,-66.353,WHALE-MINKE
3,44.324166,-66.372166,WHALE-HUMPBACK
2,44.272166,-66.52,PORPOISE-HARBOUR
1,44.297833,-66.479166,PORPOISE-HARBOUR
1,44.320666,-66.315833,PORPOISE-HARBOUR
3,44.372,-66.340666,WHALE-HUMPBACK
2,44.324833,-66.424166,WHALE-HUMPBACK
3,44.250333,-66.501666,PORPOISE-HARBOUR
1,44.332,-66.387166,WHALE-HUMPBACK
1,44.365333,-66.333666,PORPOISE-HARBOUR
15,44.351666,-66.3785,DOLPHINS-WHITE-BEAKED
1,44.3485,-66.3565,WHALE-MINKE
2,44.324833,-66.424166,WHALE-HUMPBACK
2,44.3275,-66.4225,WHALE-HUMPBACK
3,44.278333,-66.507,PORPOISE-HARBOUR
2,44.335333,-66.3675,PORPOISE-HARBOUR
2,44.247833,-66.502333,WHALE-HUMPBACK
1,44.318333,-66.356833,WHALE-MINKE
1,44.333333,-66.349166,WHALE-MINKE
2,44.3455,-66.343166,WHALE-HUMPBACK
3,44.359,-66.321833,PORPOISE-HARBOUR
20,44.305333,-66.354166,PORPOISE-HARBOUR
3,44.3315,-66.336333,PORPOISE-HARBOUR
1,44.341333,-66.384166,WHALE-HUMPBACK
1,44.276333,-66.3415,WHALE-MINKE
1,44.342333,-66.340666,WHALE-MINKE
2,44.320333,-66.4145,WHALE-HUMPBACK
6,44.3275,-66.4225,DOLPHINS-WHITE-BEAKED
3,44.327,-66.366833,WHALE-HUMPBACK
1,44.333333,-66.349166,WHALE-MINKE
1,44.335166,-66.374,WHALE-MINKE
3,44.3105,-66.334166,PORPOISE-HARBOUR
1,44.342,-66.367166,WHALE-MINKE
6,44.254333,-66.552166,PORPOISE-HARBOUR
1,44.344333,-66.3425,WHALE-MINKE
1,44.314333,-66.357166,WHALE-MINKE
1,44.333666,-66.412166,WHALE-MINKE
2,44.312166,-66.436833,PORPOISE-HARBOUR
1,44.2925,-66.470166,WHALE-HUMPBACK
2,44.324333,-66.3725,WHALE-HUMPBACK
1,44.333333,-66.349166,WHALE-HUMPBACK
2,44.344333,-66.3425,WHALE-FIN
1,44.333666,-66.389333,PORPOISE-HARBOUR
15,44.380166,-66.34,DOLPHINS-WHITE-BEAKED
1,44.250333,-66.559833,WHALE-HUMPBACK
1,44.3245,-66.384666,WHALE-MINKE
5,44.333666,-66.412166,DOLPHINS-WHITE-BEAKED
1,44.243,-66.567,WHALE-HUMPBACK
1,44.345,-66.356666,WHALE-MINKE
5,44.310333,-66.349666,PORPOISE-HARBOUR
1,44.272833,-66.508333,WHALE-MINKE
3,44.329666,-66.353333,WHALE-FIN
3,44.3205,-66.376166,WHALE-HUMPBACK
1,44.257166,-66.525333,WHALE-MINKE
6,44.309,-66.35,PORPOISE-HARBOUR
4,44.342333,-66.340666,PORPOISE-HARBOUR
3,44.249166,-66.4755,WHALE-HUMPBACK
15,44.334166,-66.368333,DOLPHINS-WHITE-BEAKED
6,44.298166,-66.4055,PORPOISE-HARBOUR
4,44.329333,-66.4015,DOLPHINS-WHITE-BEAKED
4,44.2355,-66.5375,PORPOISE-HARBOUR
1,44.320166,-66.417333,WHALE-HUMPBACK
1,44.340166,-66.358333,WHALE-MINKE
1,44.303666,-66.449166,WHALE-MINKE
6,44.277333,-66.515666,PORPOISE-HARBOUR
1,44.333666,-66.382,WHALE-MINKE
6,44.2605,-66.5385,PORPOISE-HARBOUR
1,44.347833,-66.3305,WHALE-MINKE
1,44.307,-66.438333,WHALE-HUMPBACK
1,44.333,-66.394,WHALE-HUMPBACK
1,44.245666,-66.469,WHALE-HUMPBACK
4,44.324166,-66.405666,PORPOISE-HARBOUR
2,44.3485,-66.3565,WHALE-HUMPBACK
2,44.310666,-66.429333,WHALE-HUMPBACK
30,44.296333,-66.353333,PORPOISE-HARBOUR
1,44.310833,-66.4305,WHALE-HUMPBACK
3,44.333833,-66.406166,WHALE-FIN
1,44.340666,-66.381,WHALE-MINKE
1,44.307166,-66.460166,PORPOISE-HARBOUR
1,44.2985,-66.462833,WHALE-HUMPBACK
1,44.320166,-66.417333,WHALE-MINKE
15,44.298333,-66.351166,PORPOISE-HARBOUR
20,44.257166,-66.525333,DOLPHINS-WHITE-BEAKED
1,44.311166,-66.4575,DOLPHINS-WHITE-BEAKED
1,44.349666,-66.335333,WHALE-HUMPBACK
1,44.303666,-66.449166,WHALE-HUMPBACK
1,44.244666,-66.563833,WHALE-HUMPBACK
4,44.212333,-66.4325,PORPOISE-HARBOUR
3,44.289333,-66.4905,WHALE-HUMPBACK
3,44.251166,-66.569666,PORPOISE-HARBOUR
2,44.314666,-66.461333,PORPOISE-HARBOUR
2,44.307,-66.380166,PORPOISE-HARBOUR
5,44.223,-66.3715,PORPOISE-HARBOUR
2,44.333333,-66.442833,WHALE-HUMPBACK
1,44.248833,-66.568166,WHALE-HUMPBACK
1,44.247166,-66.588333,WHALE-HUMPBACK
1,44.333666,-66.412166,WHALE-MINKE
1,44.303666,-66.481333,WHALE-HUMPBACK
2,44.292333,-66.396333,PORPOISE-HARBOUR
1,44.307833,-66.437833,WHALE-HUMPBACK
3,44.2835,-66.480333,PORPOISE-HARBOUR
2,44.268166,-66.465166,PORPOISE-HARBOUR
2,44.223333,-66.542,PORPOISE-HARBOUR
4,44.304166,-66.438833,WHALE-HUMPBACK
1,44.259666,-66.514833,WHALE-MINKE
3,44.272833,-66.508333,WHALE-FIN
5,44.287666,-66.470833,PORPOISE-HARBOUR
2,44.219833,-66.5275,WHALE-HUMPBACK
2,44.337,-66.395666,WHALE-HUMPBACK
1,44.302333,-66.426833,WHALE-MINKE
3,44.309333,-66.415833,PORPOISE-HARBOUR
3,44.2195,-66.485666,PORPOISE-HARBOUR
1,44.311166,-66.427,WHALE-HUMPBACK
5,44.247333,-66.525833,PORPOISE-HARBOUR
20,44.314166,-66.337166,PORPOISE-HARBOUR
1,44.378333,-66.310333,WHALE-MINKE
1,44.251166,-66.5005,WHALE-HUMPBACK
2,44.283,-66.497666,WHALE-HUMPBACK
1,44.311166,-66.427,WHALE-HUMPBACK
3,44.2175,-66.4675,PORPOISE-HARBOUR
15,44.352833,-66.355,DOLPHINS-WHITE-BEAKED
1,44.3225,-66.3925,PORPOISE-HARBOUR
1,44.248833,-66.568166,WHALE-HUMPBACK
1,44.307,-66.478166,WHALE-HUMPBACK
4,44.3285,-66.388833,PORPOISE-HARBOUR
1,44.32,-66.4615,WHALE-HUMPBACK
3,44.379,-66.3185,WHALE-HUMPBACK
1,44.259666,-66.514833,WHALE-MINKE
1,44.2905,-66.344833,WHALE-MINKE
1,44.286666,-66.4955,WHALE-HUMPBACK
2,44.2655,-66.347,PORPOISE-HARBOUR
2,44.255833,-66.491833,WHALE-HUMPBACK
1,44.312666,-66.429166,WHALE-MINKE
2,44.327666,-66.370833,PORPOISE-HARBOUR
2,44.305833,-66.424166,WHALE-HUMPBACK
1,44.385,-66.285833,WHALE-HUMPBACK
1,44.289333,-66.352666,WHALE-MINKE
1,44.2905,-66.344833,PORPOISE-HARBOUR
1,44.308333,-66.418333,WHALE-HUMPBACK
1,44.323166,-66.3675,PORPOISE-HARBOUR
1,44.308166,-66.438166,WHALE-HUMPBACK
1,44.327666,-66.370833,PORPOISE-HARBOUR
4,44.328166,-66.335166,PORPOISE-HARBOUR
15,44.2875,-66.459,DOLPHINS-WHITE-BEAKED
1,44.312166,-66.443166,WHALE-MINKE
3,44.303666,-66.481333,DOLPHINS-WHITE-BEAKED
1,44.364666,-66.3045,WHALE-MINKE
5,44.325,-66.423,DOLPHINS-WHITE-BEAKED
1,44.330333,-66.395833,WHALE-MINKE
2,44.359166,-66.310166,PORPOISE-HARBOUR
2,44.385,-66.285833,PORPOISE-HARBOUR
1,44.2655,-66.344666,WHALE-MINKE
1,44.308833,-66.344,WHALE-HUMPBACK
1,44.331833,-66.3675,WHALE-MINKE
1,44.340333,-66.367666,WHALE-HUMPBACK
2,44.325833,-66.3415,PORPOISE-HARBOUR
1,44.268,-66.3445,PORPOISE-HARBOUR
2,44.3315,-66.368166,WHALE-MINKE
20,44.3515,-66.313,PORPOISE-HARBOUR
3,44.300333,-66.456833,WHALE-HUMPBACK
5,44.308166,-66.438166,DOLPHINS-WHITE-BEAKED
3,44.319333,-66.38,WHALE-HUMPBACK
1,44.315666,-66.366333,PORPOISE-HARBOUR
2,44.296666,-66.43,PORPOISE-HARBOUR
1,44.299666,-66.412833,WHALE-FIN
1,44.331833,-66.3675,WHALE-MINKE
1,44.3215,-66.359166,WHALE-MINKE
1,44.354666,-66.313166,WHALE-MINKE
3,44.303833,-66.345333,PORPOISE-HARBOUR
1,44.299333,-66.437333,WHALE-MINKE
1,44.341,-66.299166,WHALE-HUMPBACK
3,44.303333,-66.3565,PORPOISE-HARBOUR
1,44.323666,-66.412833,WHALE-HUMPBACK
15,44.317,-66.423666,DOLPHINS-WHITE-BEAKED
1,44.320833,-66.3685,WHALE-FIN
1,44.344666,-66.344166,WHALE-MINKE
2,44.3125,-66.434166,PORPOISE-HARBOUR
1,44.352333,-66.3415,WHALE-HUMPBACK
1,44.343666,-66.361333,WHALE-HUMPBACK
1,44.354666,-66.313166,WHALE-MINKE
1,44.3575,-66.383833,PORPOISE-HARBOUR
4,44.303333,-66.379666,PORPOISE-HARBOUR
1,44.324,-66.3405,PORPOISE-HARBOUR
3,44.315833,-66.375,WHALE-HUMPBACK
1,44.330333,-66.335833,WHALE-HUMPBACK
2,44.343166,-66.396333,PORPOISE-HARBOUR
20,44.317166,-66.415666,DOLPHINS-WHITE-BEAKED
1,44.288166,-66.3375,PORPOISE-HARBOUR
1,44.341166,-66.350166,PORPOISE-HARBOUR
2,44.338666,-66.344,PORPOISE-HARBOUR
1,44.317166,-66.415666,WHALE-HUMPBACK
1,44.3215,-66.359166,PORPOISE-HARBOUR
15,44.361333,-66.347166,DOLPHINS-WHITE-BEAKED
2,44.275333,-66.344666,PORPOISE-HARBOUR
30,44.330166,-66.372,DOLPHINS-WHITE-BEAKED
8,44.295333,-66.407833,PORPOISE-HARBOUR
3,44.3215,-66.3405,DOLPHINS-WHITE-BEAKED
1,44.317666,-66.3935,WHALE-HUMPBACK
3,44.330166,-66.372,WHALE-HUMPBACK
1,44.299,-66.344333,PORPOISE-HARBOUR
1,44.3485,-66.340166,WHALE-MINKE
1,44.339,-66.3445,PORPOISE-HARBOUR
2,44.310833,-66.335,PORPOISE-HARBOUR
1,44.3255,-66.401,PORPOISE-HARBOUR
1,44.350333,-66.346,PORPOISE-HARBOUR
1,44.3355,-66.345166,WHALE-FIN
1,44.305166,-66.398666,WHALE-HUMPBACK
3,44.344833,-66.298333,PORPOISE-HARBOUR
1,44.3495,-66.337666,WHALE-MINKE
1,44.3405,-66.342833,WHALE-HUMPBACK
1,44.306166,-66.427166,WHALE-FIN
1,44.34,-66.3495,WHALE-HUMPBACK
1,44.339833,-66.351,PORPOISE-HARBOUR
1,44.359833,-66.316333,WHALE-FIN
2,44.341166,-66.349166,PORPOISE-HARBOUR
4,44.306166,-66.341833,PORPOISE-HARBOUR
20,44.355166,-66.408166,DOLPHINS-WHITE-BEAKED
1,44.344166,-66.346833,WHALE-FIN
2,44.346,-66.341333,PORPOISE-HARBOUR
1,44.3375,-66.360833,WHALE-FIN
1,44.341,-66.299166,WHALE-MINKE
2,44.338833,-66.457333,WHALE-RIGHT
2,44.279166,-66.338833,PORPOISE-HARBOUR
1,44.331166,-66.314666,WHALE-HUMPBACK
3,44.326166,-66.415666,PORPOISE-HARBOUR
4,44.318166,-66.325833,PORPOISE-HARBOUR
5,44.3765,-66.268666,DOLPHINS-WHITE-BEAKED
1,44.348833,-66.3405,WHALE-HUMPBACK
2,44.351333,-66.379666,PORPOISE-HARBOUR
2,44.3485,-66.3405,PORPOISE-HARBOUR
1,44.355666,-66.335166,WHALE-HUMPBACK
1,44.3525,-66.335666,WHALE-MINKE
2,44.314666,-66.31,PORPOISE-HARBOUR
3,44.316666,-66.3745,PORPOISE-HARBOUR
1,44.301166,-66.344166,PORPOISE-HARBOUR
1,44.342333,-66.3435,WHALE-HUMPBACK
2,44.3465,-66.345333,PORPOISE-HARBOUR
1,44.351333,-66.3355,WHALE-FIN
2,44.345,-66.342333,PORPOISE-HARBOUR
2,44.341166,-66.344333,PORPOISE-HARBOUR
1,44.348333,-66.340166,WHALE-FIN
1,44.319166,-66.304333,PORPOISE-HARBOUR
4,44.341666,-66.353166,PORPOISE-HARBOUR
1,44.352666,-66.340666,PORPOISE-HARBOUR
1,44.350666,-66.3405,WHALE-HUMPBACK
3,44.285333,-66.505166,PORPOISE-HARBOUR
1,44.3205,-66.421,WHALE-HUMPBACK
1,44.342666,-66.352166,WHALE-HUMPBACK
1,44.319666,-66.379333,WHALE-FIN
1,44.292,-66.450166,WHALE-HUMPBACK
1,44.308,-66.3645,WHALE-RIGHT
1,44.346833,-66.339666,WHALE-HUMPBACK
1,44.342833,-66.288,PORPOISE-HARBOUR
3,44.299666,-66.4855,WHALE-HUMPBACK
15,44.351,-66.341333,DOLPHINS-WHITE-BEAKED
1,44.3475,-66.418666,PORPOISE-HARBOUR
1,44.279333,-66.508,PORPOISE-HARBOUR
2,44.284833,-66.43,WHALE-HUMPBACK
1,44.339166,-66.339666,PORPOISE-HARBOUR
1,44.353,-66.3475,PORPOISE-HARBOUR
1,44.3455,-66.344,WHALE-HUMPBACK
3,44.328666,-66.298833,PORPOISE-HARBOUR
1,44.344333,-66.341666,WHALE-HUMPBACK
15,44.299666,-66.375666,DOLPHINS-WHITE-BEAKED
1,44.344833,-66.348333,WHALE-HUMPBACK
5,44.328666,-66.298833,PORPOISE-HARBOUR
2,44.295333,-66.466166,WHALE-HUMPBACK
2,44.321833,-66.413333,WHALE-HUMPBACK
1,44.249666,-66.545,PORPOISE-HARBOUR
2,44.354333,-66.393333,PORPOISE-HARBOUR
1,44.288333,-66.498,WHALE-FIN
1,44.3115,-66.419,WHALE-HUMPBACK
1,44.3675,-66.305666,WHALE-HUMPBACK
2,44.344833,-66.403333,WHALE-HUMPBACK
2,44.349166,-66.332666,PORPOISE-HARBOUR
2,44.3035,-66.452166,WHALE-HUMPBACK
2,44.351666,-66.400833,PORPOISE-HARBOUR
2,44.321666,-66.377833,WHALE-HUMPBACK
5,44.324166,-66.464666,WHALE-HUMPBACK
1,44.289,-66.492,WHALE-HUMPBACK
1,44.402666,-66.717,WHALE-HUMPBACK
1,44.275666,-66.3415,WHALE-MINKE
4,44.305,-66.477333,PORPOISE-HARBOUR
1,44.244166,-66.571333,WHALE-HUMPBACK
2,44.263833,-66.540333,PORPOISE-HARBOUR
1,44.288333,-66.498,WHALE-HUMPBACK
1,44.323333,-66.400166,WHALE-HUMPBACK
1,44.420666,-66.682666,WHALE-HUMPBACK
2,44.314666,-66.374833,PORPOISE-HARBOUR
1,44.429166,-66.684,WHALE-HUMPBACK
1,44.3465,-66.3455,DOLPHINS-WHITE-BEAKED
1,44.338,-66.432,PORPOISE-HARBOUR
1,44.327166,-66.356333,PORPOISE-HARBOUR
5,44.364333,-66.519,DOLPHINS-WHITE-BEAKED
15,44.292333,-66.490333,DOLPHINS-WHITE-BEAKED
1,44.297833,-66.334166,PORPOISE-HARBOUR
3,44.327666,-66.419,WHALE-HUMPBACK
1,44.421,-66.682666,WHALE-HUMPBACK
2,44.3295,-66.463166,PORPOISE-HARBOUR
2,44.291833,-66.501333,PORPOISE-HARBOUR
3,44.297333,-66.458166,WHALE-HUMPBACK
1,44.288333,-66.342166,WHALE-MINKE
1,44.263666,-66.5285,WHALE-HUMPBACK
2,44.275333,-66.469166,WHALE-HUMPBACK
1,44.420666,-66.682666,WHALE-HUMPBACK
4,44.279666,-66.515833,PORPOISE-HARBOUR
3,44.265,-66.4705,WHALE-HUMPBACK
1,44.322,-66.404,PORPOISE-HARBOUR
2,44.294833,-66.494666,PORPOISE-HARBOUR
1,44.312,-66.480166,PORPOISE-HARBOUR
2,44.385666,-66.732,WHALE-HUMPBACK
2,44.345666,-66.414,PORPOISE-HARBOUR
2,44.319,-66.3805,PORPOISE-HARBOUR
2,44.3825,-66.326,WHALE-RIGHT
1,44.325833,-66.436666,WHALE-MINKE
1,44.254666,-66.459333,WHALE-FIN
2,44.357,-66.382333,PORPOISE-HARBOUR
1,44.299666,-66.480666,WHALE-FIN
3,44.324333,-66.418,WHALE-HUMPBACK
2,44.394333,-66.708,WHALE-HUMPBACK
1,44.420666,-66.682166,WHALE-HUMPBACK
4,44.391166,-66.362833,PORPOISE-HARBOUR
2,44.395833,-66.725166,WHALE-HUMPBACK
2,44.425666,-66.352,WHALE-RIGHT
1,44.454166,-66.632833,WHALE-HUMPBACK
1,44.245,-66.3525,PORPOISE-HARBOUR
3,44.450333,-66.639666,WHALE-HUMPBACK
2,44.309,-66.457166,PORPOISE-HARBOUR
3,44.3285,-66.297833,PORPOISE-HARBOUR
