individualCount,eventID,decimalLatitude,decimalLongitude,vernacularName
2,23348,44.605833,-66.4055,WHALE-RIGHT
2,23317,44.636166,-66.5285,WHALE-RIGHT
2,23308,44.635833,-66.506333,WHALE-RIGHT
2,23335,44.659333,-66.4905,WHALE-RIGHT
2,23312,44.5915,-66.488,WHALE-RIGHT
2,23301,44.594,-66.503,WHALE-RIGHT
2,23311,44.6555,-66.578833,WHALE-RIGHT
2,23285,44.5445,-66.606666,WHALE-RIGHT
2,23300,44.557666,-66.589333,WHALE-RIGHT
2,23324,44.656333,-66.557666,WHALE-RIGHT
2,23290,44.566833,-66.524166,WHALE-RIGHT
2,23345,44.69,-66.508166,WHALE-RIGHT
2,23314,44.564166,-66.648333,WHALE-RIGHT
2,23316,44.5695,-66.575833,WHALE-RIGHT
2,23287,44.866666,-66.738,WHALE-RIGHT
2,23288,44.859,-66.739166,WHALE-RIGHT
2,23322,44.6115,-66.514666,WHALE-RIGHT
2,23297,44.577666,-66.586833,WHALE-RIGHT
2,23330,44.600666,-66.501333,WHALE-RIGHT
2,23309,44.625833,-66.510166,WHALE-RIGHT
2,23284,44.566666,-66.605,WHALE-RIGHT
2,23303,44.610666,-66.654666,WHALE-RIGHT
2,23292,44.5785,-66.660333,WHALE-RIGHT
2,25778,44.601666,-66.420333,WHALE-RIGHT
2,25777,44.510166,-66.425666,WHALE-RIGHT
2,25788,44.582166,-66.444333,WHALE-RIGHT
2,25783,44.587666,-66.4465,WHALE-RIGHT
2,25780,44.614666,-66.383166,WHALE-RIGHT
2,25785,44.582333,-66.444333,WHALE-RIGHT
2,16201,44.15,-66.7765,WHALE-RIGHT
2,20026,44.416166,-66.703,WHALE-RIGHT
2,14850,42.883333,-62.5,WHALE-RIGHT
2,19039,44.636666,-66.5145,WHALE-RIGHT
2,19023,44.615,-66.516833,WHALE-RIGHT
2,19022,44.623333,-66.521,WHALE-RIGHT
2,19030,44.606666,-66.551,WHALE-RIGHT
2,19044,44.663333,-66.584333,WHALE-RIGHT
2,19025,44.586666,-66.505666,WHALE-RIGHT
2,19028,44.61,-66.537,WHALE-RIGHT
2,19020,44.626666,-66.504,WHALE-RIGHT
2,19043,44.628333,-66.549833,WHALE-RIGHT
2,19038,44.591666,-66.509,WHALE-RIGHT
2,19036,44.611666,-66.468,WHALE-RIGHT
2,19031,44.6,-66.576,WHALE-RIGHT
2,19034,44.586666,-66.5615,WHALE-RIGHT
2,19033,44.588333,-66.560166,WHALE-RIGHT
2,19041,44.648333,-66.532833,WHALE-RIGHT
2,19027,44.57,-66.517,WHALE-RIGHT
2,7615,43.868333,-67.211666,WHALE-RIGHT
2,4401,44.509,-66.336,WHALE-RIGHT
2,4737,44.358166,-66.332333,WHALE-RIGHT
2,4611,44.176833,-66.345,WHALE-RIGHT
2,10230,44.433333,-66.347166,WHALE-RIGHT
2,9712,44.441333,-66.6335,WHALE-RIGHT
2,9724,44.433833,-66.643666,WHALE-RIGHT
2,9348,44.338833,-66.457333,WHALE-RIGHT
2,9250,44.3825,-66.326,WHALE-RIGHT
2,9253,44.425666,-66.352,WHALE-RIGHT
2,2851,44.646166,-66.612833,WHALE-RIGHT
2,2745,44.572333,-66.587166,WHALE-RIGHT
2,971,44.608,-66.6325,WHALE-RIGHT
2,10591,44.521166,-66.432,WHALE-RIGHT
2,10595,44.5255,-66.4355,WHALE-RIGHT
2,10583,44.458666,-66.405333,WHALE-RIGHT
2,10391,44.315666,-66.334,WHALE-RIGHT
2,10345,44.35,-66.411833,WHALE-RIGHT
2,8509,44.7065,-66.438,WHALE-RIGHT
2,8506,44.7115,-66.326166,WHALE-RIGHT
2,8404,44.802765,-66.788236,WHALE-RIGHT
2,8397,42.7,-66.083333,WHALE-RIGHT
2,8403,44.8,-66.8,WHALE-RIGHT
2,10697,44.415,-66.446666,WHALE-RIGHT
2,8075,44.818333,-66.458333,WHALE-RIGHT
2,10691,44.601666,-66.488333,WHALE-RIGHT
2,8131,44.42,-66.438333,WHALE-RIGHT
2,8139,44.321666,-67.1,WHALE-RIGHT
2,7945,44.148333,-66.853333,WHALE-RIGHT
2,8099,44.648333,-66.438333,WHALE-RIGHT
2,8076,44.818333,-66.458333,WHALE-RIGHT
2,7868,44.258333,-66.845,WHALE-RIGHT
2,8006,44.573333,-66.576666,WHALE-RIGHT
2,7944,44.171666,-66.841666,WHALE-RIGHT
2,10659,43.816666,-67.25,WHALE-RIGHT
2,7840,44.516666,-66.46,WHALE-RIGHT
2,7537,44.168333,-67.075,WHALE-RIGHT
2,7540,44.155,-67.05,WHALE-RIGHT
2,7516,43.986666,-66.965,WHALE-RIGHT
2,7564,44.1,-66.858333,WHALE-RIGHT
2,7565,44.108333,-66.855,WHALE-RIGHT
2,7554,44.085,-66.943333,WHALE-RIGHT
2,7454,44.583833,-66.469833,WHALE-RIGHT
2,7517,43.981666,-66.901666,WHALE-RIGHT
2,7458,44.582166,-66.450666,WHALE-RIGHT
2,7429,44.501166,-66.425666,WHALE-RIGHT
2,7459,44.667833,-66.434333,WHALE-RIGHT
2,7430,44.4965,-66.420666,WHALE-RIGHT
2,7422,44.709666,-66.418,WHALE-RIGHT
2,7437,44.666333,-66.504333,WHALE-RIGHT
2,7456,44.581666,-66.524166,WHALE-RIGHT
2,7433,44.666,-66.478333,WHALE-RIGHT
2,7418,44.665166,-66.481833,WHALE-RIGHT
2,7441,44.670333,-66.489333,WHALE-RIGHT
2,7442,44.670166,-66.462666,WHALE-RIGHT
2,7434,44.666166,-66.489166,WHALE-RIGHT
2,7415,44.680333,-66.501,WHALE-RIGHT
2,8691,44.636666,-66.468333,WHALE-RIGHT
2,8697,44.652,-66.683,WHALE-RIGHT
2,8668,44.655833,-66.4675,WHALE-RIGHT
2,8683,44.6295,-66.506666,WHALE-RIGHT
2,8671,44.5825,-66.463333,WHALE-RIGHT
2,8688,44.605,-66.49,WHALE-RIGHT
2,8664,44.663666,-66.452,WHALE-RIGHT
2,8676,44.6685,-66.3515,WHALE-RIGHT
2,8684,44.635,-66.491666,WHALE-RIGHT
2,8677,44.6795,-66.345666,WHALE-RIGHT
2,8672,44.543666,-66.461,WHALE-RIGHT
2,8667,44.663833,-66.459,WHALE-RIGHT
2,8527,44.681666,-66.492333,WHALE-RIGHT
2,8567,44.722166,-66.584,WHALE-RIGHT
2,8524,44.6195,-66.518666,WHALE-RIGHT
2,6714,44.608,-66.6325,WHALE-RIGHT
2,5888,43.95,-66.466666,WHALE-RIGHT
2,4612,44.336333,-66.298833,WHALE-RIGHT
2,4557,44.2035,-66.463833,WHALE-RIGHT
2,4550,44.269,-66.461333,WHALE-RIGHT
2,4471,44.394833,-66.353,WHALE-RIGHT
2,4458,44.176833,-66.493833,WHALE-RIGHT
2,4429,44.222166,-66.420333,WHALE-RIGHT
2,2858,44.600833,-66.434166,WHALE-RIGHT
2,2860,44.6005,-66.430833,WHALE-RIGHT
2,2756,44.573,-66.578166,WHALE-RIGHT
2,2748,44.571166,-66.584,WHALE-RIGHT
2,2765,44.5935,-66.578333,WHALE-RIGHT
2,2703,44.656666,-66.408333,WHALE-RIGHT
2,2657,44.617666,-66.511333,WHALE-RIGHT
2,2664,44.637666,-66.489333,WHALE-RIGHT
2,2613,44.710333,-66.439166,WHALE-RIGHT
2,2604,44.703666,-66.446833,WHALE-RIGHT
2,2607,44.706,-66.445666,WHALE-RIGHT
2,2608,44.706833,-66.441,WHALE-RIGHT
2,2611,44.708333,-66.444666,WHALE-RIGHT
2,2467,44.671666,-66.5235,WHALE-RIGHT
2,2469,44.670333,-66.518666,WHALE-RIGHT
2,2470,44.668,-66.514166,WHALE-RIGHT
2,2427,44.619,-66.546,WHALE-RIGHT
2,2433,44.6105,-66.541,WHALE-RIGHT
2,2426,44.618333,-66.5565,WHALE-RIGHT
2,2007,44.6615,-66.440666,WHALE-RIGHT
2,2050,44.6265,-66.433666,WHALE-RIGHT
2,2048,44.628166,-66.433166,WHALE-RIGHT
2,2006,44.6615,-66.435166,WHALE-RIGHT
2,1834,44.5675,-66.574166,WHALE-RIGHT
2,1791,44.516833,-66.5805,WHALE-RIGHT
2,1789,44.518,-66.585166,WHALE-RIGHT
2,1706,44.611833,-66.494,WHALE-RIGHT
2,1702,44.584166,-66.511,WHALE-RIGHT
2,3553,44.205,-67.149,WHALE-RIGHT
2,3549,44.503,-67.248,WHALE-RIGHT
2,3534,43.592,-67.407,WHALE-RIGHT
2,3524,43.587,-67.307,WHALE-RIGHT
2,3532,44.102,-67.126,WHALE-RIGHT
2,3497,43.547,-66.509,WHALE-RIGHT
2,3545,44.607,-66.575,WHALE-RIGHT
2,3527,43.59,-67.407,WHALE-RIGHT
2,3500,43.551,-66.523,WHALE-RIGHT
2,3458,43.576,-66.596,WHALE-RIGHT
2,3481,44.502,-66.52,WHALE-RIGHT
2,3501,43.54,-66.475,WHALE-RIGHT
2,3451,43.595,-67.401,WHALE-RIGHT
2,3537,44.403,-66.595,WHALE-RIGHT
2,3460,43.532,-67.908,WHALE-RIGHT
2,3461,43.532,-67.908,WHALE-RIGHT
2,3518,43.596,-67.604,WHALE-RIGHT
2,3519,43.59,-67.403,WHALE-RIGHT
2,3516,44.007,-67.902,WHALE-RIGHT
2,3417,42.990666,-66.010833,WHALE-RIGHT
2,3440,43.511,-66.375,WHALE-RIGHT
2,3133,44.5815,-66.477333,WHALE-RIGHT
2,3129,44.573833,-66.4965,WHALE-RIGHT
2,3088,44.729333,-66.3735,WHALE-RIGHT
2,3119,44.595333,-66.5005,WHALE-RIGHT
2,3089,44.729833,-66.374166,WHALE-RIGHT
2,3078,44.710166,-66.377666,WHALE-RIGHT
2,3122,44.579166,-66.480333,WHALE-RIGHT
2,3027,44.628666,-66.420833,WHALE-RIGHT
2,3030,44.639,-66.447833,WHALE-RIGHT
2,3025,44.636166,-66.39,WHALE-RIGHT
2,346,44.563333,-66.544166,WHALE-RIGHT
2,345,44.5565,-66.559166,WHALE-RIGHT
2,347,44.5795,-66.516666,WHALE-RIGHT
2,972,44.59,-66.622,WHALE-RIGHT
2,624,44.614666,-66.439666,WHALE-RIGHT
2,627,44.611666,-66.439,WHALE-RIGHT
2,621,44.617666,-66.438333,WHALE-RIGHT
2,620,44.593,-66.453666,WHALE-RIGHT
2,613,44.6665,-66.444833,WHALE-RIGHT
2,622,44.617333,-66.4385,WHALE-RIGHT
2,598,44.638833,-66.431,WHALE-RIGHT
2,562,44.631166,-66.499,WHALE-RIGHT
2,561,44.6295,-66.494666,WHALE-RIGHT
2,563,44.631166,-66.499,WHALE-RIGHT
2,558,44.616666,-66.483333,WHALE-RIGHT
2,565,44.635,-66.4995,WHALE-RIGHT
2,552,44.598,-66.514333,WHALE-RIGHT
2,557,44.6325,-66.495166,WHALE-RIGHT
2,539,44.675,-66.513166,WHALE-RIGHT
2,508,44.710333,-66.493166,WHALE-RIGHT
2,514,44.5755,-66.441166,WHALE-RIGHT
2,513,44.570333,-66.4415,WHALE-RIGHT
1,116426,44.671666,-60.982666,WHALE-RIGHT
1,88680,43.051833,-65.109833,WHALE-RIGHT
1,95588,44.610333,-66.503333,WHALE-RIGHT
1,95590,44.644833,-66.456166,WHALE-RIGHT
1,36922,44.525,-66.530666,WHALE-RIGHT
1,95547,44.600333,-66.545,WHALE-RIGHT
1,36927,44.548666,-66.542833,WHALE-RIGHT
1,36925,44.548666,-66.542833,WHALE-RIGHT
1,36919,44.5495,-66.522333,WHALE-RIGHT
1,36930,44.548666,-66.542833,WHALE-RIGHT
1,36877,44.475166,-66.4785,WHALE-RIGHT
1,36875,44.476333,-66.476833,WHALE-RIGHT
1,36856,44.613333,-66.466666,WHALE-RIGHT
1,36864,44.624333,-66.469166,WHALE-RIGHT
1,36845,44.608333,-66.456666,WHALE-RIGHT
1,36901,44.558,-66.5,WHALE-RIGHT
1,36885,44.483166,-66.482833,WHALE-RIGHT
1,36899,44.490166,-66.495166,WHALE-RIGHT
1,36904,44.5695,-66.5015,WHALE-RIGHT
1,36861,44.624333,-66.469166,WHALE-RIGHT
1,36867,44.586666,-66.471666,WHALE-RIGHT
1,36891,44.477166,-66.486166,WHALE-RIGHT
1,36893,44.516833,-66.487,WHALE-RIGHT
1,36880,44.471833,-66.479,WHALE-RIGHT
1,36888,44.4835,-66.485333,WHALE-RIGHT
1,36917,44.4965,-66.512666,WHALE-RIGHT
1,36906,44.5105,-66.503166,WHALE-RIGHT
1,36896,44.487666,-66.4885,WHALE-RIGHT
1,36859,44.624333,-66.469166,WHALE-RIGHT
1,36914,44.523,-66.5095,WHALE-RIGHT
1,36840,44.506833,-66.383166,WHALE-RIGHT
1,36883,44.622166,-66.480166,WHALE-RIGHT
1,36851,44.618666,-66.460333,WHALE-RIGHT
1,36853,44.606666,-66.466666,WHALE-RIGHT
1,36843,44.603333,-66.453333,WHALE-RIGHT
1,36848,44.443833,-66.46,WHALE-RIGHT
1,125018,44.39083,-66.72733,WHALE-RIGHT
1,83557,44.726666,-66.381666,WHALE-RIGHT
1,83564,44.643333,-66.523333,WHALE-RIGHT
1,143993,42.46835,-70.92785,WHALE-RIGHT
1,143992,41.1409,-70.2186,WHALE-RIGHT
1,143990,40.8685,-71.2199,WHALE-RIGHT
1,143996,41.07393,-70.62318,WHALE-RIGHT
1,143994,40.9055,-70.3327,WHALE-RIGHT
1,39534,44.582666,-66.6045,WHALE-RIGHT
1,39529,44.550833,-66.575333,WHALE-RIGHT
1,39542,44.385166,-66.795833,WHALE-RIGHT
1,39531,44.5535,-66.578333,WHALE-RIGHT
1,39518,44.56,-66.545833,WHALE-RIGHT
1,39523,44.557166,-66.552333,WHALE-RIGHT
1,39539,44.585,-66.612,WHALE-RIGHT
1,39526,44.544,-66.574333,WHALE-RIGHT
1,39510,44.642333,-66.5315,WHALE-RIGHT
1,39521,44.436,-66.552,WHALE-RIGHT
1,39516,44.560666,-66.54,WHALE-RIGHT
1,122667,44.7787,-66.7603,WHALE-RIGHT
1,39489,44.635,-66.487666,WHALE-RIGHT
1,70179,44.625666,-66.638666,WHALE-RIGHT
1,39505,44.617,-66.509833,WHALE-RIGHT
1,39492,44.630333,-66.493166,WHALE-RIGHT
1,39495,44.6195,-66.500833,WHALE-RIGHT
1,39450,44.392166,-66.3985,WHALE-RIGHT
1,39468,44.3305,-66.444,WHALE-RIGHT
1,39455,44.478666,-66.4105,WHALE-RIGHT
1,39452,44.256833,-66.408833,WHALE-RIGHT
1,39473,44.577333,-66.455333,WHALE-RIGHT
1,39497,44.605666,-66.505,WHALE-RIGHT
1,39481,44.644666,-66.479666,WHALE-RIGHT
1,39465,44.5805,-66.426833,WHALE-RIGHT
1,39476,44.626833,-66.471833,WHALE-RIGHT
1,39500,44.599166,-66.507166,WHALE-RIGHT
1,39471,44.390833,-66.450333,WHALE-RIGHT
1,39463,44.3345,-66.421166,WHALE-RIGHT
1,121380,44.385333,-66.4735,WHALE-RIGHT
1,69498,44.6045,-66.558666,WHALE-RIGHT
1,69709,44.647833,-66.526833,WHALE-RIGHT
1,69473,44.593166,-66.588,WHALE-RIGHT
1,69818,44.628166,-66.648833,WHALE-RIGHT
1,33313,44.4675,-66.373333,WHALE-RIGHT
1,33287,44.447833,-66.3435,WHALE-RIGHT
1,33240,44.425666,-66.446333,WHALE-RIGHT
1,33295,44.393333,-66.362833,WHALE-RIGHT
1,33297,44.414666,-66.328333,WHALE-RIGHT
1,33300,44.352333,-66.423,WHALE-RIGHT
1,33284,44.45,-66.414333,WHALE-RIGHT
1,33292,44.357166,-66.4445,WHALE-RIGHT
1,33316,44.3695,-66.3795,WHALE-RIGHT
1,33305,44.448,-66.307,WHALE-RIGHT
1,33303,44.435666,-66.319833,WHALE-RIGHT
1,33232,44.283,-66.566333,WHALE-RIGHT
1,33219,44.523666,-66.504833,WHALE-RIGHT
1,33227,44.298166,-66.403333,WHALE-RIGHT
1,33216,44.344833,-66.332166,WHALE-RIGHT
1,33222,44.5105,-66.5845,WHALE-RIGHT
1,33211,44.299333,-66.357833,WHALE-RIGHT
1,33224,44.368666,-66.410166,WHALE-RIGHT
1,33308,44.446666,-66.31,WHALE-RIGHT
1,33311,44.473833,-66.508,WHALE-RIGHT
1,33289,44.366666,-66.425666,WHALE-RIGHT
1,33229,44.314333,-66.909,WHALE-RIGHT
1,41912,44.266166,-66.517333,WHALE-RIGHT
1,41914,44.4155,-66.287,WHALE-RIGHT
1,41922,44.544,-66.3805,WHALE-RIGHT
1,113377,42.082,-65.997333,WHALE-RIGHT
1,95533,44.649,-66.4515,WHALE-RIGHT
1,60172,44.262,-66.4635,WHALE-RIGHT
1,60180,44.148,-66.430333,WHALE-RIGHT
1,134513,44.70666,-66.46166,WHALE-RIGHT
1,134625,44.60293,-66.4911,WHALE-RIGHT
1,134639,44.67281,-66.353,WHALE-RIGHT
1,134668,42.96295,-65.17303,WHALE-RIGHT
1,134643,44.63472,-66.4591,WHALE-RIGHT
1,134568,44.64517,-66.53471,WHALE-RIGHT
1,134585,44.55188,-66.58393,WHALE-RIGHT
1,134583,44.54839,-66.58584,WHALE-RIGHT
1,134701,44.67299,-66.3544,WHALE-RIGHT
1,134597,44.67559,-66.3921,WHALE-RIGHT
1,134543,44.57326,-66.57662,WHALE-RIGHT
1,134627,44.60085,-66.4949,WHALE-RIGHT
1,134911,42.73221,-65.38232,WHALE-RIGHT
1,134673,44.55955,-66.53427,WHALE-RIGHT
1,134509,44.71288,-66.45875,WHALE-RIGHT
1,134665,43.00225,-65.20425,WHALE-RIGHT
1,134563,44.58196,-66.52214,WHALE-RIGHT
1,134567,44.64479,-66.53106,WHALE-RIGHT
1,134631,44.56196,-66.5443,WHALE-RIGHT
1,134566,44.64396,-66.5339,WHALE-RIGHT
1,134644,44.63796,-66.4632,WHALE-RIGHT
1,134472,43.09324,-65.07754,WHALE-RIGHT
1,134646,44.63925,-66.456,WHALE-RIGHT
1,134506,44.70999,-66.43222,WHALE-RIGHT
1,134694,44.60498,-66.4897,WHALE-RIGHT
1,134614,44.66228,-66.4388,WHALE-RIGHT
1,134501,44.59461,-66.54255,WHALE-RIGHT
1,134598,44.6765,-66.396,WHALE-RIGHT
1,134463,44.70189,-66.47518,WHALE-RIGHT
1,134640,44.67356,-66.3478,WHALE-RIGHT
1,134637,44.67813,-66.3488,WHALE-RIGHT
1,134702,42.74115,-65.38177,WHALE-RIGHT
1,134610,44.66529,-66.4235,WHALE-RIGHT
1,134504,44.55718,-66.52167,WHALE-RIGHT
1,134604,44.67337,-66.4063,WHALE-RIGHT
1,134520,44.67131,-66.4562,WHALE-RIGHT
1,134592,44.66558,-66.3706,WHALE-RIGHT
1,134619,44.6563,-66.45,WHALE-RIGHT
1,134608,44.6,-66.4,WHALE-RIGHT
1,134546,44.54032,-66.57653,WHALE-RIGHT
1,134574,44.63763,-66.52586,WHALE-RIGHT
1,134525,44.71594,-66.47635,WHALE-RIGHT
1,134685,44.6108,-66.4841,WHALE-RIGHT
1,134613,44.66198,-66.4374,WHALE-RIGHT
1,134551,44.5405,-66.5312,WHALE-RIGHT
1,134680,44.67093,-66.4049,WHALE-RIGHT
1,134586,44.54396,-66.585,WHALE-RIGHT
1,134526,44.74028,-66.51507,WHALE-RIGHT
1,134647,44.63576,-66.4604,WHALE-RIGHT
1,134578,44.54387,-66.58883,WHALE-RIGHT
1,134474,43.09801,-65.06976,WHALE-RIGHT
1,134634,44.66821,-66.3609,WHALE-RIGHT
1,134641,44.67031,-66.3526,WHALE-RIGHT
1,134626,44.60126,-66.4946,WHALE-RIGHT
1,134521,44.5175,-66.56968,WHALE-RIGHT
1,134469,43.03991,-65.10371,WHALE-RIGHT
1,134612,44.66184,-66.4338,WHALE-RIGHT
1,134635,44.6829,-66.3513,WHALE-RIGHT
1,134675,44.57982,-66.52251,WHALE-RIGHT
1,134620,44.63881,-66.4645,WHALE-RIGHT
1,134529,44.63295,-66.58168,WHALE-RIGHT
1,134672,44.75705,-66.5718,WHALE-RIGHT
1,134611,44.66767,-66.4283,WHALE-RIGHT
1,134580,44.54187,-66.59289,WHALE-RIGHT
1,134645,44.63985,-66.46,WHALE-RIGHT
1,134535,44.59242,-66.57742,WHALE-RIGHT
1,134609,44.66703,-66.4219,WHALE-RIGHT
1,134681,44.66952,-66.4164,WHALE-RIGHT
1,134649,44.6285,-66.4674,WHALE-RIGHT
1,134488,42.96354,-65.20294,WHALE-RIGHT
1,134503,44.5414,-66.53427,WHALE-RIGHT
1,134679,44.67477,-66.403,WHALE-RIGHT
1,134696,44.70166,-66.455,WHALE-RIGHT
1,134588,44.53717,-66.58805,WHALE-RIGHT
1,134467,43.05348,-65.09517,WHALE-RIGHT
1,134570,44.64212,-66.53155,WHALE-RIGHT
1,134508,44.65594,-66.47567,WHALE-RIGHT
1,134633,44.66574,-66.3598,WHALE-RIGHT
1,134655,44.61768,-66.4822,WHALE-RIGHT
1,134607,44.6698,-66.4161,WHALE-RIGHT
1,134481,44.73773,-66.51691,WHALE-RIGHT
1,134653,44.62285,-66.472,WHALE-RIGHT
1,134667,42.99497,-65.13811,WHALE-RIGHT
1,134682,44.66137,-66.4357,WHALE-RIGHT
1,134606,44.67017,-66.4156,WHALE-RIGHT
1,134700,44.63934,-66.4608,WHALE-RIGHT
1,134671,44.69329,-66.55848,WHALE-RIGHT
1,134658,43.08044,-65.35508,WHALE-RIGHT
1,134547,44.51465,-66.53582,WHALE-RIGHT
1,134457,42.99487,-65.13361,WHALE-RIGHT
1,134548,44.51045,-66.5348,WHALE-RIGHT
1,134554,44.56199,-66.53482,WHALE-RIGHT
1,134571,44.63965,-66.52935,WHALE-RIGHT
1,134539,44.58894,-66.57626,WHALE-RIGHT
1,134542,44.58728,-66.57519,WHALE-RIGHT
1,134487,42.96686,-65.17578,WHALE-RIGHT
1,134594,44.67459,-66.388,WHALE-RIGHT
1,134575,44.63354,-66.52494,WHALE-RIGHT
1,134510,44.71507,-66.45372,WHALE-RIGHT
1,134573,44.63896,-66.52495,WHALE-RIGHT
1,134561,44.57201,-66.52285,WHALE-RIGHT
1,134688,43.0641,-65.35153,WHALE-RIGHT
1,134522,44.76117,-66.57617,WHALE-RIGHT
1,134618,44.65703,-66.4493,WHALE-RIGHT
1,134630,44.56729,-66.5379,WHALE-RIGHT
1,134550,44.53926,-66.53631,WHALE-RIGHT
1,134545,44.53935,-66.56818,WHALE-RIGHT
1,134584,44.55085,-66.58547,WHALE-RIGHT
1,134560,44.56591,-66.52772,WHALE-RIGHT
1,134686,44.62923,-66.463,WHALE-RIGHT
1,134601,44.67569,-66.4013,WHALE-RIGHT
1,134657,43.07699,-65.30814,WHALE-RIGHT
1,134684,44.64957,-66.4495,WHALE-RIGHT
1,134577,44.55451,-66.50793,WHALE-RIGHT
1,134483,43.09333,-65.14667,WHALE-RIGHT
1,134602,44.6746,-66.4043,WHALE-RIGHT
1,134528,44.66392,-66.58127,WHALE-RIGHT
1,134569,44.64155,-66.53115,WHALE-RIGHT
1,134512,44.70666,-66.455,WHALE-RIGHT
1,134692,44.538,-66.57459,WHALE-RIGHT
1,134593,44.67098,-66.385,WHALE-RIGHT
1,134534,44.59544,-66.57924,WHALE-RIGHT
1,134628,44.59832,-66.4963,WHALE-RIGHT
1,134489,42.96481,-65.17927,WHALE-RIGHT
1,134663,43.01661,-65.21998,WHALE-RIGHT
1,134460,43.0009,-65.11213,WHALE-RIGHT
1,134475,43.12213,-65.06589,WHALE-RIGHT
1,134540,44.58756,-66.57216,WHALE-RIGHT
1,134484,43.11,-65.17833,WHALE-RIGHT
1,134689,44.60373,-66.56398,WHALE-RIGHT
1,134654,44.62153,-66.476,WHALE-RIGHT
1,134562,44.57643,-66.52412,WHALE-RIGHT
1,134477,43.15012,-65.06444,WHALE-RIGHT
1,134599,44.67627,-66.3984,WHALE-RIGHT
1,134656,43.09507,-65.32803,WHALE-RIGHT
1,134492,43.02303,-65.14785,WHALE-RIGHT
1,134591,44.53855,-66.58573,WHALE-RIGHT
1,134661,43.05453,-65.34922,WHALE-RIGHT
1,134553,44.55826,-66.53429,WHALE-RIGHT
1,134486,42.94647,-65.12794,WHALE-RIGHT
1,134638,44.67147,-66.3503,WHALE-RIGHT
1,134699,44.54875,-66.58257,WHALE-RIGHT
1,134693,44.67525,-66.4016,WHALE-RIGHT
1,134581,44.53958,-66.59484,WHALE-RIGHT
1,134669,44.705,-66.45166,WHALE-RIGHT
1,134493,43.01199,-65.23993,WHALE-RIGHT
1,134616,44.65854,-66.4465,WHALE-RIGHT
1,134530,44.6088,-66.57784,WHALE-RIGHT
1,134471,44.71594,-66.47635,WHALE-RIGHT
1,134664,43.0183,-65.2154,WHALE-RIGHT
1,134519,42.87036,-65.45552,WHALE-RIGHT
1,134502,44.55033,-66.54902,WHALE-RIGHT
1,134582,44.54822,-66.5868,WHALE-RIGHT
1,134632,44.54393,-66.5762,WHALE-RIGHT
1,134589,44.53695,-66.58557,WHALE-RIGHT
1,134462,44.69302,-66.47128,WHALE-RIGHT
1,134536,44.59066,-66.57915,WHALE-RIGHT
1,134590,44.5385,-66.58574,WHALE-RIGHT
1,134538,44.58892,-66.57692,WHALE-RIGHT
1,134636,44.68581,-66.3486,WHALE-RIGHT
1,134478,44.71771,-66.47504,WHALE-RIGHT
1,134674,44.56361,-66.52973,WHALE-RIGHT
1,134552,44.55726,-66.53351,WHALE-RIGHT
1,134617,44.65705,-66.4492,WHALE-RIGHT
1,134564,44.66668,-66.49252,WHALE-RIGHT
1,134544,44.5442,-66.56368,WHALE-RIGHT
1,134690,43.02494,-65.14644,WHALE-RIGHT
1,134565,44.65062,-66.51841,WHALE-RIGHT
1,134461,43.00232,-65.11239,WHALE-RIGHT
1,134533,44.60229,-66.57565,WHALE-RIGHT
1,134652,44.6234,-66.4711,WHALE-RIGHT
1,134662,43.01042,-65.22566,WHALE-RIGHT
1,134648,44.62742,-66.4663,WHALE-RIGHT
1,134531,44.60656,-66.57379,WHALE-RIGHT
1,134500,44.70833,-66.53,WHALE-RIGHT
1,134549,44.50975,-66.53433,WHALE-RIGHT
1,134595,44.67546,-66.3884,WHALE-RIGHT
1,134697,44.63559,-66.57624,WHALE-RIGHT
1,134511,44.7241,-66.45304,WHALE-RIGHT
1,134596,44.67502,-66.3904,WHALE-RIGHT
1,134572,44.63957,-66.52269,WHALE-RIGHT
1,134494,42.92709,-65.45878,WHALE-RIGHT
1,134622,44.63517,-66.471,WHALE-RIGHT
1,134505,44.56154,-66.50356,WHALE-RIGHT
1,134465,44.71772,-66.47504,WHALE-RIGHT
1,134683,44.65933,-66.439,WHALE-RIGHT
1,134587,44.54247,-66.58622,WHALE-RIGHT
1,134479,44.72,-66.445,WHALE-RIGHT
1,134650,44.62571,-66.4679,WHALE-RIGHT
1,134624,44.6,-66.4,WHALE-RIGHT
1,134678,44.63897,-66.525,WHALE-RIGHT
1,134532,44.6047,-66.57395,WHALE-RIGHT
1,134556,44.56363,-66.53121,WHALE-RIGHT
1,134579,44.54286,-66.59736,WHALE-RIGHT
1,134507,44.6697,-66.46,WHALE-RIGHT
1,134918,42.73438,-65.38039,WHALE-RIGHT
1,134621,44.63595,-66.4672,WHALE-RIGHT
1,134677,44.64303,-66.53195,WHALE-RIGHT
1,134695,44.73719,-66.51771,WHALE-RIGHT
1,134476,43.12743,-65.09535,WHALE-RIGHT
1,134464,44.70977,-66.4759,WHALE-RIGHT
1,134468,43.04255,-65.10828,WHALE-RIGHT
1,134603,44.67463,-66.405,WHALE-RIGHT
1,134541,44.58726,-66.57356,WHALE-RIGHT
1,134600,44.67683,-66.3991,WHALE-RIGHT
1,143971,41.1032,-70.7596,WHALE-RIGHT
1,134537,44.59052,-66.58044,WHALE-RIGHT
1,134698,44.64981,-66.52123,WHALE-RIGHT
1,143969,41.0197,-70.6469,WHALE-RIGHT
